"order_id","product_id","quantity"
"61","40","2"
"61","78","2"
"62","3","3"
"62","58","2"
"62","61","1"
"63","8","1"
"63","23","3"
"63","67","2"
"64","32","2"
"65","4","2"
"65","7","3"
"65","20","1"
"65","53","1"
"66","3","1"
"66","15","1"
"66","41","2"
"66","77","1"
"67","37","3"
"68","7","2"
"68","9","1"
"68","27","1"
"68","79","3"
"69","7","3"
"69","40","3"
"69","43","3"
"69","50","3"
"69","75","2"
"70","54","1"
"70","80","3"
"71","41","2"
"71","49","2"
"71","58","1"
"71","91","1"
"71","96","1"
"72","18","1"
"72","38","3"
"72","39","1"
"72","64","1"
"73","25","2"
"73","42","3"
"74","23","1"
"74","25","2"
"75","24","1"
"75","79","1"
"75","85","1"
"76","27","3"
"76","36","3"
"76","55","2"
"76","79","1"
"76","85","1"
"77","28","2"
"77","42","1"
"77","70","3"
"77","94","3"
"78","9","1"
"78","36","1"
"78","95","2"
"79","10","2"
"79","41","1"
"80","25","3"
"80","71","1"
"80","77","3"
"80","97","3"
"81","10","2"
"81","20","1"
"81","37","1"
"81","54","1"
"81","66","2"
"82","68","2"
"83","5","1"
"83","36","2"
"83","44","2"
"84","11","2"
"84","12","3"
"85","36","3"
"85","44","3"
"86","15","1"
"86","33","1"
"87","14","2"
"87","21","1"
"87","41","2"
"87","47","2"
"87","62","2"
"88","21","3"
"88","29","2"
"88","80","2"
"88","83","1"
"89","37","2"
"89","42","1"
"89","62","1"
"90","63","3"
"90","87","1"
"90","95","1"
"91","35","1"
"91","40","2"
"91","89","2"
"92","1","3"
"93","15","1"
"93","42","2"
"93","52","1"
"93","65","1"
"94","56","3"
"95","34","2"
"95","83","1"
"96","55","3"
"96","91","3"
"96","95","2"
"97","26","3"
"98","12","2"
"99","19","1"
"99","50","1"
"99","86","1"
"99","87","3"
"99","92","1"
"100","0","3"
"100","52","2"
"100","78","3"
"100","85","3"
"100","91","1"
"101","8","3"
"102","16","3"
"102","18","1"
"102","58","1"
"102","67","3"
"103","12","3"
"103","68","2"
"103","69","3"
"103","92","1"
"103","97","1"
"104","61","3"
"105","62","3"
"105","66","1"
"105","82","1"
"105","97","1"
"106","13","1"
"106","49","1"
"106","55","2"
"106","64","3"
"106","90","2"
"107","45","2"
"107","61","2"
"107","71","2"
"107","79","2"
"108","14","2"
"108","31","2"
"109","13","2"
"109","32","1"
"109","86","1"
"110","50","2"
"110","66","3"
"111","6","2"
"111","39","1"
"111","40","3"
"111","45","2"
"111","54","2"
"112","14","3"
"112","46","3"
"112","63","2"
"113","16","2"
"113","24","1"
"114","38","2"
"115","54","1"
"115","73","3"
"116","27","1"
"116","83","1"
"117","63","1"
"117","71","1"
"117","79","3"
"117","92","3"
"118","18","2"
"118","99","1"
"119","56","1"
"120","6","3"
"120","82","3"
"121","45","2"
"121","53","3"
"121","59","3"
"121","63","1"
"121","95","1"
"122","25","2"
"123","32","2"
"123","69","1"
"124","0","1"
"124","11","1"
"124","17","3"
"124","27","2"
"124","83","2"
"125","22","2"
"125","43","1"
"126","61","1"
"126","66","2"
"126","78","3"
"126","92","3"
"126","94","2"
"127","31","3"
"127","37","3"
"127","44","3"
"127","69","3"
"128","64","3"
"128","65","1"
"128","90","1"
"129","36","3"
"129","37","1"
"129","88","2"
"129","93","1"
"129","94","2"
"130","0","2"
"130","82","2"
"130","96","3"
"131","58","1"
"131","65","1"
"131","86","3"
"131","97","2"
"131","98","3"
"132","27","1"
"132","35","2"
"132","99","2"
"133","22","1"
"133","23","1"
"133","54","1"
"133","73","2"
"133","74","1"
"134","3","1"
"134","35","3"
"134","37","3"
"134","49","3"
"134","73","2"
"135","74","1"
"135","87","3"
"136","3","3"
"137","4","3"
"137","11","1"
"137","23","1"
"138","24","1"
"138","81","3"
"139","15","1"
"139","41","3"
"139","83","1"
"140","0","3"
"140","41","2"
"140","44","1"
"141","51","1"
"142","10","2"
"142","96","2"
"143","0","2"
"143","9","1"
"143","35","1"
"143","86","3"
"143","96","1"
"144","20","1"
"144","82","3"
"145","17","1"
"145","65","2"
"145","88","2"
"145","91","2"
"146","8","1"
"146","97","1"
"147","42","2"
"148","58","2"
"149","56","3"
"149","82","3"
"150","8","2"
"150","29","1"
"150","79","3"
"150","86","1"
"150","92","2"
"151","8","1"
"151","70","3"
"151","81","1"
"152","2","2"
"152","14","1"
"152","25","3"
"152","28","1"
"152","42","3"
"153","10","2"
"153","36","3"
"153","55","2"
"154","20","1"
"154","25","1"
"154","27","3"
"154","43","3"
"155","21","2"
"155","74","1"
"155","76","1"
"156","40","1"
"157","80","1"
"158","27","1"
"158","36","3"
"158","82","1"
"158","92","2"
"159","64","2"
"159","78","3"
"160","2","2"
"160","27","2"
"160","46","1"
"161","35","2"
"162","1","2"
"162","10","1"
"162","45","2"
"162","93","2"
"163","31","2"
"163","50","1"
"164","46","2"
"164","92","2"
"165","10","3"
"165","55","3"
"165","76","2"
"165","78","3"
"166","25","1"
"166","26","2"
"166","27","2"
"166","64","1"
"167","4","1"
"167","76","3"
"168","45","1"
"168","53","3"
"168","64","3"
"168","67","3"
"169","6","1"
"170","11","2"
"170","30","3"
"170","96","1"
"171","66","2"
"171","92","3"
"172","3","1"
"172","16","1"
"172","48","1"
"172","69","2"
"172","72","3"
"173","73","3"
"173","87","1"
"173","93","3"
"174","2","1"
"174","70","2"
"175","17","3"
"175","55","3"
"176","6","3"
"176","54","3"
"176","73","3"
"176","78","3"
"176","97","1"
"177","3","2"
"177","5","1"
"177","8","1"
"177","25","3"
"177","44","1"
"178","4","1"
"178","20","2"
"179","70","2"
"179","76","2"
"180","32","2"
"180","53","1"
"180","67","1"
"180","81","2"
"180","82","1"
"181","13","3"
"182","19","3"
"182","33","3"
"182","34","1"
"182","61","1"
"183","5","1"
"183","19","2"
"183","21","3"
"183","84","1"
"184","7","1"
"184","64","1"
"184","85","3"
"185","15","3"
"185","46","3"
"185","60","2"
"185","65","1"
"185","90","1"
"186","7","1"
"186","48","1"
"186","69","2"
"186","87","2"
"186","91","2"
"187","34","1"
"188","13","3"
"188","69","3"
"189","12","1"
"190","2","2"
"190","16","2"
"190","52","2"
"190","56","2"
"191","28","2"
"192","1","3"
"192","8","2"
"192","40","3"
"192","69","1"
"192","72","2"
"193","20","3"
"193","80","1"
"193","90","3"
"194","11","3"
"194","28","2"
"195","48","1"
"196","18","1"
"196","20","2"
"196","25","1"
"196","28","3"
"196","50","3"
"197","31","1"
"198","57","2"
"198","60","2"
"198","67","3"
"198","68","1"
"198","97","1"
"199","9","3"
"199","51","1"
"199","60","3"
"199","80","3"
"199","95","2"
"200","0","3"
"200","71","2"
"201","3","2"
"201","23","1"
"201","33","2"
"201","43","2"
"201","86","3"
"202","11","1"
"202","26","2"
"202","65","3"
"202","90","3"
"203","11","3"
"203","26","3"
"203","34","3"
"204","25","1"
"204","33","3"
"204","41","2"
"205","38","2"
"206","3","1"
"206","16","3"
"206","31","1"
"206","63","3"
"206","84","2"
"207","23","2"
"208","38","2"
"208","42","2"
"208","58","2"
"209","2","3"
"209","64","3"
"210","18","3"
"211","14","1"
"211","35","3"
"211","42","2"
"211","73","3"
"211","97","1"
"212","47","1"
"212","95","3"
"213","77","3"
"214","2","3"
"214","31","3"
"214","57","1"
"214","77","3"
"215","9","3"
"215","27","2"
"215","30","3"
"215","43","3"
"216","11","3"
"216","69","3"
"216","76","3"
"216","77","3"
"216","86","2"
"217","69","1"
"217","81","1"
"218","40","2"
"219","12","1"
"219","15","1"
"219","19","2"
"219","77","2"
"219","90","3"
"220","77","2"
"221","20","3"
"221","68","2"
"221","72","3"
"221","76","1"
"222","18","1"
"223","11","1"
"223","43","2"
"223","49","1"
"223","69","3"
"223","97","1"
"224","9","1"
"224","10","3"
"224","24","1"
"224","33","2"
"224","36","2"
"225","0","2"
"225","51","1"
"225","84","1"
"225","89","3"
"226","60","2"
"226","81","3"
"226","89","3"
"226","98","3"
"227","38","2"
"227","41","1"
"227","56","2"
"227","58","2"
"227","93","3"
"228","1","2"
"228","31","1"
"228","50","1"
"229","60","1"
"229","74","2"
"229","89","3"
"230","25","3"
"230","30","1"
"230","62","2"
"230","92","3"
"230","96","3"
"231","0","2"
"231","29","3"
"231","58","3"
"231","59","1"
"232","53","2"
"232","54","1"
"232","68","1"
"233","32","1"
"233","96","3"
"234","88","1"
"235","5","2"
"235","67","2"
"235","75","2"
"235","77","2"
"235","87","3"
"236","74","3"
"237","30","3"
"237","44","2"
"237","49","3"
"237","86","2"
"238","59","1"
"238","85","3"
"239","16","3"
"239","42","1"
"239","48","3"
"239","98","2"
"240","35","2"
"240","49","3"
"240","99","1"
"241","60","3"
"241","76","2"
"242","93","3"
"242","99","3"
"243","12","1"
"243","58","2"
"244","46","1"
"244","89","2"
"245","32","2"
"245","74","1"
"245","77","3"
"245","83","1"
"245","92","1"
"246","17","2"
"246","81","2"
"247","9","3"
"247","63","2"
"247","66","3"
"247","82","1"
"248","46","2"
"248","72","2"
"248","81","2"
"248","91","2"
"249","5","2"
"249","32","3"
"249","38","1"
"250","3","3"
"250","79","2"
"250","94","1"
"251","29","2"
"251","73","2"
"251","97","1"
"252","23","3"
"252","26","2"
"252","42","1"
"252","52","1"
"252","70","2"
"253","59","1"
"253","96","3"
"254","31","2"
"254","36","3"
"254","64","2"
"254","97","2"
"255","6","1"
"255","57","3"
"256","24","3"
"256","39","2"
"256","98","2"
"257","45","1"
"257","72","1"
"257","95","2"
"258","66","2"
"259","7","1"
"259","25","2"
"259","76","1"
"259","84","1"
"259","89","3"
"260","41","3"
"260","46","3"
"260","61","2"
"260","84","1"
"260","90","2"
"261","57","1"
"261","92","1"
"262","15","2"
"262","35","2"
"262","64","1"
"262","97","3"
"263","15","3"
"263","37","2"
"264","19","1"
"264","60","3"
"264","99","3"
"265","15","3"
"265","52","1"
"265","79","2"
"266","95","2"
"267","55","2"
"267","86","1"
"268","6","2"
"268","22","1"
"268","43","3"
"268","88","3"
"269","8","3"
"269","19","2"
"269","78","1"
"270","2","3"
"270","19","1"
"271","0","1"
"271","38","3"
"271","57","3"
"272","4","1"
"272","8","1"
"272","12","3"
"272","24","2"
"272","37","3"
"273","5","2"
"273","14","2"
"273","44","1"
"274","36","2"
"274","77","3"
"274","94","1"
"275","53","1"
"275","72","2"
"275","96","2"
"276","31","3"
"276","63","2"
"277","12","2"
"277","29","2"
"277","66","1"
"278","0","2"
"278","32","3"
"278","80","1"
"279","67","3"
"280","40","3"
"281","27","1"
"281","40","3"
"281","53","1"
"281","77","3"
"282","44","2"
"282","73","1"
"283","32","1"
"283","36","3"
"283","61","2"
"283","70","2"
"284","20","2"
"284","45","1"
"284","87","1"
"285","29","2"
"286","2","3"
"286","27","1"
"286","90","2"
"286","99","1"
"287","12","3"
"287","44","3"
"287","96","3"
"287","97","3"
"288","79","1"
"289","14","2"
"289","22","1"
"289","24","1"
"289","25","1"
"289","55","2"
"290","65","3"
"291","53","3"
"291","56","2"
"291","74","1"
"291","84","3"
"292","22","3"
"292","31","3"
"292","41","2"
"292","45","3"
"292","73","2"
"293","4","1"
"293","21","3"
"293","62","3"
"293","63","3"
"293","71","2"
"294","5","2"
"294","7","3"
"294","34","3"
"294","68","2"
"294","70","1"
"295","3","3"
"295","19","3"
"295","23","2"
"295","56","2"
"295","68","2"
"296","32","1"
"296","50","1"
"297","99","1"
"298","90","1"
"299","31","2"
"299","44","2"
"299","58","3"
"299","79","1"
"299","88","2"
"300","43","3"
"300","45","1"
"300","69","3"
"300","70","2"
"300","89","2"
"301","9","1"
"301","36","1"
"301","73","1"
"301","81","3"
"302","10","3"
"302","19","3"
"302","47","1"
"302","81","2"
"302","90","3"
"303","41","1"
"303","85","1"
"304","22","2"
"304","29","1"
"304","33","2"
"304","66","2"
"304","80","1"
"305","12","3"
"305","24","3"
"305","67","1"
"305","76","1"
"305","88","3"
"306","25","1"
"306","47","2"
"306","63","1"
"306","66","2"
"306","76","2"
"307","9","2"
"307","50","1"
"308","65","3"
"309","20","3"
"309","74","2"
"309","99","3"
"310","7","3"
"311","58","1"
"312","7","2"
"312","9","3"
"312","20","1"
"312","32","3"
"312","47","1"
"313","17","1"
"313","23","3"
"313","75","3"
"314","70","1"
"314","79","1"
"315","42","1"
"315","55","1"
"315","56","2"
"315","84","3"
"316","55","1"
"316","70","3"
"316","71","1"
"316","78","3"
"317","48","1"
"317","69","3"
"318","32","1"
"318","55","1"
"318","87","3"
"319","13","2"
"319","14","3"
"319","37","1"
"319","66","3"
"320","8","2"
"320","24","3"
"320","27","1"
"320","45","2"
"320","75","1"
"321","38","3"
"321","78","3"
"321","83","2"
"321","86","3"
"322","34","3"
"322","44","1"
"322","68","3"
"322","79","1"
"323","12","3"
"323","61","3"
"323","64","2"
"323","68","3"
"323","70","1"
"324","0","1"
"325","21","1"
"326","1","3"
"326","10","3"
"326","25","1"
"326","88","3"
"327","73","1"
"328","68","1"
"328","81","2"
"328","89","1"
"328","94","1"
"328","95","1"
"329","24","1"
"329","48","3"
"329","50","1"
"329","62","2"
"329","87","2"
"330","25","3"
"331","21","1"
"331","71","2"
"332","10","1"
"332","58","2"
"332","81","1"
"332","86","3"
"333","2","3"
"333","23","2"
"333","69","3"
"333","79","2"
"334","5","1"
"334","41","3"
"334","87","3"
"335","3","1"
"335","33","3"
"335","42","3"
"336","13","1"
"336","23","1"
"336","29","1"
"336","90","3"
"337","38","2"
"337","70","2"
"337","71","2"
"338","18","2"
"338","34","1"
"338","67","3"
"338","84","1"
"339","39","1"
"339","69","2"
"340","39","1"
"340","50","2"
"340","61","3"
"340","93","3"
"340","96","2"
"341","7","1"
"341","10","2"
"341","18","2"
"341","94","3"
"342","50","2"
"342","58","1"
"342","63","2"
"342","71","1"
"343","23","3"
"343","40","3"
"343","50","2"
"343","70","3"
"344","31","2"
"344","33","2"
"344","36","1"
"344","64","3"
"344","76","3"
"345","11","1"
"345","29","1"
"345","51","1"
"345","72","2"
"346","53","1"
"346","73","3"
"346","88","1"
"347","32","1"
"347","92","1"
"348","5","1"
"348","78","2"
"349","72","3"
"349","81","2"
"349","87","1"
"350","32","1"
"350","37","3"
"350","53","1"
"350","59","2"
"351","16","2"
"351","49","2"
"351","52","3"
"351","59","3"
"351","94","3"
"352","7","3"
"352","84","2"
"353","1","3"
"353","45","1"
"353","69","3"
"354","5","1"
"354","39","3"
"354","59","2"
"354","67","3"
"354","96","3"
"355","9","3"
"355","58","2"
"355","88","2"
"355","99","2"
"356","31","3"
"356","40","3"
"356","68","2"
"356","89","2"
"357","22","1"
"357","30","3"
"357","47","1"
"357","65","3"
"357","88","2"
"358","5","2"
"358","12","3"
"359","30","2"
"359","99","3"
"360","41","3"
"360","43","1"
"360","74","2"
"360","89","1"
"361","10","2"
"361","32","3"
"361","68","3"
"361","69","3"
"361","83","3"
"362","57","1"
"362","58","3"
"363","57","2"
"363","61","1"
"363","85","3"
"363","96","3"
"364","26","2"
"365","3","1"
"365","20","2"
"365","61","1"
"366","37","2"
"366","64","1"
"366","92","3"
"367","5","1"
"367","66","2"
"367","78","3"
"367","83","1"
"368","4","3"
"368","21","1"
"368","44","2"
"368","69","3"
"368","73","2"
"369","20","2"
"369","49","3"
"369","76","3"
"370","0","3"
"370","18","1"
"371","99","2"
"372","1","3"
"372","22","1"
"372","66","1"
"372","82","2"
"373","74","3"
"373","76","2"
"374","33","2"
"374","41","1"
"375","40","2"
"375","55","2"
"375","75","3"
"376","11","2"
"376","62","1"
"377","3","1"
"377","12","3"
"377","16","2"
"377","61","2"
"377","70","2"
"378","17","3"
"378","20","3"
"378","35","1"
"378","49","1"
"378","59","2"
"379","1","3"
"379","19","3"
"379","36","2"
"379","75","2"
"380","2","2"
"380","7","1"
"380","60","3"
"380","66","2"
"381","0","1"
"382","8","2"
"382","48","2"
"382","52","2"
"383","9","3"
"383","28","2"
"383","76","2"
"384","43","3"
"385","1","3"
"385","48","1"
"385","59","2"
"385","66","3"
"385","92","2"
"386","14","3"
"386","27","1"
"386","31","2"
"386","84","1"
"387","60","1"
"388","87","3"
"389","65","2"
"389","75","3"
"389","89","2"
"389","93","3"
"390","25","2"
"390","56","1"
"390","69","3"
"390","75","1"
"391","14","3"
"391","46","2"
"391","57","1"
"391","59","1"
"391","95","1"
"392","60","2"
"393","43","1"
"394","37","3"
"394","67","2"
"394","82","1"
"394","89","3"
"395","5","2"
"395","12","2"
"395","16","1"
"395","42","3"
"396","25","1"
"396","38","3"
"396","60","3"
"396","66","2"
"397","27","2"
"397","75","2"
"397","82","3"
"398","30","2"
"398","53","1"
"398","57","2"
"398","61","2"
"399","10","3"
"400","27","1"
"400","44","2"
"400","49","3"
"400","53","3"
"400","69","2"
"401","46","3"
"402","3","3"
"402","18","1"
"402","29","3"
"402","33","3"
"402","99","3"
"403","17","1"
"403","22","3"
"404","80","2"
"405","13","2"
"406","38","3"
"407","66","2"
"407","86","1"
"408","4","3"
"408","14","2"
"409","11","2"
"409","26","3"
"409","58","1"
"409","90","1"
"409","94","1"
"410","29","3"
"410","58","3"
"411","10","1"
"411","20","3"
"411","25","2"
"411","60","3"
"411","77","3"
"412","0","1"
"412","11","2"
"412","15","3"
"412","70","3"
"413","36","3"
"413","52","2"
"413","76","2"
"413","88","3"
"413","93","3"
"414","11","3"
"414","40","1"
"414","56","3"
"414","91","1"
"415","72","2"
"416","57","1"
"417","29","3"
"418","37","3"
"418","42","2"
"419","5","2"
"419","63","3"
"420","0","3"
"420","13","3"
"420","27","3"
"420","93","2"
"421","46","3"
"421","76","1"
"422","5","3"
"422","76","1"
"422","93","1"
"423","20","1"
"423","24","1"
"423","54","2"
"423","68","2"
"424","18","3"
"424","31","1"
"424","43","2"
"424","50","1"
"425","5","3"
"425","57","3"
"426","1","3"
"426","48","2"
"426","60","1"
"426","81","3"
"426","99","3"
"427","25","1"
"428","18","1"
"428","46","1"
"428","73","3"
"429","5","3"
"429","28","2"
"430","77","3"
"430","96","3"
"431","49","3"
"431","75","2"
"432","41","1"
"432","51","1"
"433","19","3"
"434","10","2"
"434","34","3"
"434","66","1"
"434","67","2"
"435","25","2"
"435","78","1"
"436","6","3"
"436","38","3"
"436","53","2"
"436","60","3"
"437","14","2"
"437","57","3"
"437","61","3"
"437","91","3"
"438","17","3"
"438","20","1"
"438","34","3"
"438","37","1"
"438","75","3"
"439","79","1"
"440","1","1"
"440","20","1"
"440","38","2"
"440","88","1"
"441","4","3"
"441","19","1"
"441","25","3"
"441","61","2"
"441","92","1"
"442","4","2"
"443","26","3"
"444","15","3"
"444","45","3"
"444","70","2"
"444","91","1"
"445","46","1"
"445","49","2"
"445","54","2"
"446","8","2"
"446","27","3"
"446","30","3"
"446","33","1"
"446","39","2"
"447","6","1"
"447","13","2"
"447","27","3"
"447","44","1"
"447","95","1"
"448","8","1"
"448","9","1"
"448","86","1"
"449","78","3"
"450","29","3"
"450","99","3"
"451","2","3"
"451","44","1"
"451","93","1"
"452","39","3"
"452","66","1"
"452","86","1"
"453","5","1"
"453","55","3"
"453","65","1"
"454","16","3"
"454","82","1"
"454","88","3"
"454","98","3"
"455","74","3"
"455","76","3"
"455","88","1"
"455","92","1"
"456","41","1"
"456","94","1"
"457","72","2"
"457","77","2"
"457","91","3"
"457","95","3"
"458","68","2"
"459","13","1"
"459","46","3"
"459","66","2"
"460","44","3"
"460","47","1"
"461","12","2"
"461","20","1"
"461","48","1"
"462","48","2"
"463","36","3"
"463","58","3"
"463","79","3"
"464","23","2"
"464","61","2"
"464","89","3"
"465","36","2"
"465","68","3"
"466","3","3"
"466","33","1"
"466","77","3"
"466","86","3"
"466","91","1"
"467","10","3"
"467","16","1"
"467","29","2"
"467","86","2"
"468","4","3"
"468","23","2"
"468","45","3"
"468","71","2"
"468","88","2"
"469","21","2"
"470","2","3"
"470","17","1"
"470","39","3"
"470","47","3"
"470","68","3"
"471","1","1"
"471","43","3"
"471","65","3"
"471","96","2"
"471","99","3"
"472","25","2"
"472","87","3"
"473","23","3"
"473","65","3"
"473","77","3"
"474","1","1"
"474","26","3"
"475","9","2"
"475","28","1"
"475","39","1"
"475","76","2"
"476","52","1"
"476","59","1"
"476","76","1"
"476","82","3"
"476","94","1"
"477","50","1"
"478","12","1"
"478","21","1"
"478","41","2"
"478","51","2"
"479","54","1"
"480","41","2"
"480","59","1"
"480","76","1"
"481","7","2"
"481","20","3"
"481","76","2"
"481","81","1"
"482","23","1"
"483","29","3"
"483","33","1"
"483","42","3"
"484","7","3"
"485","36","2"
"485","47","2"
"485","56","3"
"486","28","3"
"486","97","2"
"487","32","1"
"487","34","3"
"487","64","1"
"487","85","2"
"488","41","1"
"488","87","3"
"489","57","3"
"489","69","3"
"489","88","2"
"490","51","1"
"490","54","1"
"490","57","3"
"490","72","2"
"490","98","1"
"491","13","3"
"491","21","3"
"491","78","2"
"492","33","1"
"492","75","2"
"492","79","2"
"492","92","1"
"493","17","2"
"493","82","2"
"493","86","1"
"493","92","1"
"494","7","1"
"494","23","3"
"494","47","1"
"494","62","2"
"494","94","3"
"495","44","1"
"496","63","1"
"496","64","1"
"496","90","2"
"497","26","1"
"497","37","2"
"497","47","3"
"498","12","1"
"499","11","2"
"499","54","3"
"499","83","3"
"499","95","3"
"500","1","1"
"500","23","2"
"501","97","3"
"502","8","3"
"502","25","1"
"502","48","2"
"502","55","2"
"502","97","1"
"503","41","2"
"503","86","1"
"504","4","1"
"504","15","3"
"504","40","3"
"504","64","3"
"504","74","3"
"505","28","1"
"505","34","2"
"505","82","3"
"506","23","2"
"506","51","3"
"507","37","2"
"507","77","3"
"507","83","3"
"508","19","3"
"508","42","2"
"508","85","3"
"509","28","1"
"509","39","3"
"510","29","3"
"510","66","3"
"511","40","1"
"511","78","3"
"511","95","3"
"512","28","3"
"512","29","1"
"512","46","3"
"513","39","2"
"513","67","1"
"513","74","3"
"513","76","2"
"513","95","2"
"514","7","3"
"514","55","1"
"514","86","2"
"515","57","3"
"516","43","2"
"516","82","1"
"516","89","1"
"516","92","3"
"517","78","3"
"518","39","2"
"518","51","1"
"518","66","3"
"519","45","1"
"519","50","1"
"519","89","3"
"519","91","1"
"519","99","2"
"520","38","1"
"520","69","2"
"521","3","2"
"521","38","3"
"522","31","3"
"522","48","2"
"522","66","3"
"522","78","3"
"523","61","3"
"524","14","1"
"524","25","3"
"524","71","1"
"524","85","1"
"525","14","1"
"525","36","2"
"525","44","1"
"525","82","3"
"526","0","2"
"526","79","2"
"527","37","1"
"527","86","2"
"528","84","2"
"529","17","2"
"529","28","1"
"529","96","1"
"530","1","3"
"530","43","3"
"530","49","1"
"531","1","1"
"531","9","2"
"531","50","2"
"532","29","2"
"532","45","1"
"533","32","1"
"533","96","2"
"534","21","1"
"534","62","2"
"535","33","3"
"536","40","2"
"537","17","3"
"537","23","1"
"538","13","1"
"538","36","2"
"538","41","3"
"538","47","2"
"538","74","1"
"539","15","2"
"539","17","3"
"539","38","2"
"539","58","2"
"539","89","3"
"540","8","1"
"540","22","1"
"540","52","3"
"540","61","1"
"541","3","2"
"541","37","1"
"541","41","1"
"541","61","2"
"542","49","1"
"542","50","2"
"542","82","3"
"542","88","1"
"543","36","2"
"543","78","3"
"543","88","2"
"543","89","3"
"543","99","2"
"544","14","3"
"544","30","3"
"544","69","3"
"544","73","1"
"545","57","3"
"546","0","1"
"546","57","2"
"547","25","3"
"547","40","2"
"547","91","3"
"548","1","3"
"548","20","1"
"548","23","3"
"548","46","1"
"548","82","1"
"549","55","2"
"550","9","2"
"550","14","1"
"550","34","2"
"550","67","3"
"551","71","2"
"551","88","3"
"552","27","3"
"553","28","3"
"553","57","2"
"554","35","3"
"554","63","1"
"555","13","1"
"555","18","1"
"555","31","3"
"555","56","1"
"555","83","2"
"556","14","2"
"556","38","2"
"556","48","1"
"556","76","1"
"556","87","3"
"557","2","3"
"557","38","3"
"557","58","2"
"557","81","2"
"558","18","1"
"558","41","3"
"558","91","2"
"559","58","3"
"559","94","2"
"560","30","1"
"560","44","3"
"560","47","3"
"561","39","1"
"561","43","1"
"561","45","3"
"561","64","3"
"561","72","2"
"562","5","3"
"562","10","3"
"562","16","2"
"562","72","1"
"562","88","3"
"563","13","3"
"563","14","1"
"563","22","2"
"563","96","1"
"564","10","2"
"565","31","3"
"565","44","3"
"565","92","2"
"566","94","3"
"567","26","2"
"568","24","3"
"568","37","1"
"568","78","3"
"569","42","1"
"569","43","1"
"569","53","2"
"569","99","2"
"570","9","2"
"570","40","2"
"571","18","3"
"572","7","1"
"572","17","3"
"572","29","1"
"572","48","2"
"573","91","3"
"574","6","3"
"574","19","2"
"574","23","1"
"574","32","3"
"575","60","1"
"575","66","2"
"575","83","1"
"576","48","1"
"576","95","2"
"576","97","3"
"576","98","2"
"577","10","1"
"577","65","3"
"578","42","2"
